23:28:17.95 | INFO | 
--- Mst Train ---
23:28:17.99 | INFO | instance_num1: 0 | label: 0 | pred: 0 | correct: True | pred score: 21.0 | gen adv example: True | pred score idx: {0: 21.0, 1: 16.0, 2: 18.0}
23:28:18.00 | INFO | instance_num1: 1 | label: 2 | pred: 0 | correct: False | pred score: 20.0 | gen adv example: False | pred score idx: {0: 20.0, 1: 16.0, 2: 20.0}
23:28:18.00 | INFO | instance_num1: 2 | label: 0 | pred: 0 | correct: True | pred score: 22.0 | gen adv example: True | pred score idx: {0: 22.0, 1: 15.0, 2: 17.0}
23:28:18.01 | INFO | instance_num1: 3 | label: 0 | pred: 0 | correct: True | pred score: 25.0 | gen adv example: True | pred score idx: {0: 25.0, 1: 15.0, 2: 15.0}
23:28:18.01 | INFO | instance_num1: 4 | label: 2 | pred: 0 | correct: False | pred score: 19.0 | gen adv example: False | pred score idx: {0: 19.0, 1: 15.0, 2: 19.0}
23:28:18.01 | INFO | instance_num1: 5 | label: 2 | pred: 0 | correct: False | pred score: 20.0 | gen adv example: False | pred score idx: {0: 20.0, 1: 16.0, 2: 20.0}
23:28:18.02 | INFO | instance_num1: 6 | label: 2 | pred: 2 | correct: True | pred score: 21.0 | gen adv example: True | pred score idx: {0: 19.0, 1: 15.0, 2: 21.0}
23:28:18.03 | INFO | instance_num1: 7 | label: 0 | pred: 0 | correct: True | pred score: 22.0 | gen adv example: True | pred score idx: {0: 22.0, 1: 16.0, 2: 16.0}
23:28:18.03 | INFO | instance_num1: 8 | label: 0 | pred: 0 | correct: True | pred score: 26.0 | gen adv example: False | pred score idx: {0: 26.0, 1: 14.0, 2: 14.0}
23:28:18.03 | INFO | instance_num1: 9 | label: 2 | pred: 0 | correct: False | pred score: 19.0 | gen adv example: False | pred score idx: {0: 19.0, 1: 17.0, 2: 19.0}
23:28:18.28 | INFO | 
--- Adv Train ---
23:28:18.31 | INFO | instance_num1: 0 | label: 0 | pred: 0 | correct: True | pred score: 21.0 | gen adv example: False | pred score idx: {0: 21.0, 1: 1.0, 2: 4.0}
23:28:18.31 | INFO | instance_num1: 1 | label: 2 | pred: 0 | correct: False | pred score: 20.0 | gen adv example: False | pred score idx: {0: 20.0, 1: 1.0, 2: 6.0}
23:28:18.31 | INFO | instance_num1: 2 | label: 0 | pred: 0 | correct: True | pred score: 22.0 | gen adv example: False | pred score idx: {0: 22.0, 1: 0.0, 2: 3.0}
23:28:18.32 | INFO | instance_num1: 3 | label: 0 | pred: 0 | correct: True | pred score: 25.0 | gen adv example: False | pred score idx: {0: 25.0, 1: 0.0, 2: 1.0}
23:28:18.32 | INFO | instance_num1: 4 | label: 2 | pred: 0 | correct: False | pred score: 19.0 | gen adv example: False | pred score idx: {0: 19.0, 1: 0.0, 2: 5.0}
23:28:18.32 | INFO | instance_num1: 5 | label: 2 | pred: 0 | correct: False | pred score: 20.0 | gen adv example: False | pred score idx: {0: 20.0, 1: 1.0, 2: 6.0}
23:28:18.32 | INFO | instance_num1: 6 | label: 2 | pred: 0 | correct: False | pred score: 19.0 | gen adv example: False | pred score idx: {0: 19.0, 1: 0.0, 2: 7.0}
23:28:18.33 | INFO | instance_num1: 7 | label: 0 | pred: 0 | correct: True | pred score: 22.0 | gen adv example: False | pred score idx: {0: 22.0, 1: 1.0, 2: 2.0}
23:28:18.33 | INFO | instance_num1: 8 | label: 0 | pred: 0 | correct: True | pred score: 26.0 | gen adv example: False | pred score idx: {0: 26.0, 1: -1.0, 2: 0.0}
23:28:18.33 | INFO | instance_num1: 9 | label: 2 | pred: 0 | correct: False | pred score: 19.0 | gen adv example: False | pred score idx: {0: 19.0, 1: 2.0, 2: 5.0}
