20:26:49.67 | INFO | Lazy Con: OFF
20:26:49.68 | INFO | Optimised - caller: model_optimize
20:26:49.82 | INFO | Lazy Con: OFF
20:26:49.83 | INFO | Optimised - caller: model_optimize
20:26:49.89 | INFO | Lazy Con: OFF
20:26:49.90 | INFO | Optimised - caller: adv_train
20:26:49.92 | INFO | Lazy Con: OFF
20:26:49.93 | INFO | Optimised - caller: adv_train
20:26:49.96 | INFO | Lazy Con: OFF
20:26:49.97 | INFO | Optimised - caller: adv_train
20:26:49.99 | INFO | Lazy Con: OFF
20:26:50.01 | INFO | Optimised - caller: adv_train
20:26:50.03 | INFO | Lazy Con: OFF
20:26:50.04 | INFO | Optimised - caller: adv_train
20:26:50.06 | INFO | Lazy Con: OFF
20:26:50.08 | INFO | Optimised - caller: adv_train
20:26:50.10 | INFO | Lazy Con: OFF
20:26:50.12 | INFO | Optimised - caller: adv_train
20:26:50.14 | INFO | Lazy Con: OFF
20:26:50.16 | INFO | Optimised - caller: adv_train
20:26:50.18 | INFO | Lazy Con: OFF
20:26:50.20 | INFO | Optimised - caller: adv_train
20:26:50.21 | INFO | Lazy Con: OFF
20:26:50.23 | INFO | Optimised - caller: adv_train
20:26:50.25 | INFO | Lazy Con: OFF
20:26:50.27 | INFO | Optimised - caller: adv_train
20:26:50.29 | INFO | Lazy Con: OFF
20:26:50.32 | INFO | Optimised - caller: adv_train
20:26:50.34 | INFO | Lazy Con: OFF
20:26:50.36 | INFO | Optimised - caller: adv_train
20:26:50.38 | INFO | Lazy Con: OFF
20:26:50.42 | INFO | Optimised - caller: adv_train
20:26:50.44 | INFO | Lazy Con: OFF
20:26:50.47 | INFO | Optimised - caller: adv_train
20:26:50.49 | INFO | Lazy Con: OFF
20:26:50.53 | INFO | Optimised - caller: adv_train
20:26:50.55 | INFO | Lazy Con: OFF
20:26:50.61 | INFO | Optimised - caller: adv_train
20:26:50.64 | INFO | Lazy Con: OFF
20:26:50.72 | INFO | Optimised - caller: adv_train
