22:03:07.64 | INFO | Lazy Con: OFF
22:03:07.65 | INFO | Optimised - caller: model_optimize
22:03:07.81 | INFO | Lazy Con: OFF
22:03:07.82 | INFO | Optimised - caller: model_optimize
22:03:07.88 | INFO | Lazy Con: OFF
22:03:07.89 | INFO | Optimised - caller: adv_train
22:03:07.89 | INFO | Lazy Con: OFF
22:03:07.90 | INFO | Optimised - caller: adv_train
22:03:07.91 | INFO | Lazy Con: OFF
22:03:07.92 | INFO | Optimised - caller: adv_train
22:03:07.93 | INFO | Lazy Con: OFF
22:03:07.94 | INFO | Optimised - caller: adv_train
22:03:07.95 | INFO | Lazy Con: OFF
22:03:07.97 | INFO | Optimised - caller: adv_train
22:03:07.97 | INFO | Lazy Con: OFF
22:03:07.99 | INFO | Optimised - caller: adv_train
22:03:07.99 | INFO | Lazy Con: OFF
22:03:08.01 | INFO | Optimised - caller: adv_train
22:03:08.02 | INFO | Lazy Con: OFF
22:03:08.03 | INFO | Optimised - caller: adv_train
22:03:08.04 | INFO | Lazy Con: OFF
22:03:08.06 | INFO | Optimised - caller: adv_train
22:03:08.07 | INFO | Lazy Con: OFF
22:03:08.08 | INFO | Optimised - caller: adv_train
22:03:08.09 | INFO | Lazy Con: OFF
22:03:08.11 | INFO | Optimised - caller: adv_train
22:03:08.11 | INFO | Lazy Con: OFF
22:03:08.14 | INFO | Optimised - caller: adv_train
22:03:08.15 | INFO | Lazy Con: OFF
22:03:08.17 | INFO | Optimised - caller: adv_train
22:03:08.17 | INFO | Lazy Con: OFF
22:03:08.19 | INFO | Optimised - caller: adv_train
22:03:08.20 | INFO | Lazy Con: OFF
22:03:08.22 | INFO | Optimised - caller: adv_train
22:03:08.23 | INFO | Lazy Con: OFF
22:03:08.26 | INFO | Optimised - caller: adv_train
22:03:08.26 | INFO | Lazy Con: OFF
22:03:08.28 | INFO | Optimised - caller: adv_train
22:03:08.29 | INFO | Lazy Con: OFF
22:03:08.32 | INFO | Optimised - caller: adv_train
22:03:08.35 | INFO | Lazy Con: OFF
22:03:08.38 | INFO | Optimised - caller: adv_train
22:03:08.39 | INFO | Lazy Con: OFF
22:03:08.42 | INFO | Optimised - caller: adv_train
22:03:08.45 | INFO | Lazy Con: OFF
22:03:08.47 | INFO | Optimised - caller: adv_train
22:03:08.48 | INFO | Lazy Con: OFF
22:03:08.50 | INFO | Optimised - caller: adv_train
22:03:08.51 | INFO | Lazy Con: OFF
22:03:08.56 | INFO | Optimised - caller: adv_train
22:03:08.57 | INFO | Lazy Con: OFF
22:03:08.60 | INFO | Optimised - caller: adv_train
22:03:08.61 | INFO | Lazy Con: OFF
