22:03:07.65 | INFO | 
--- Mst Train ---
22:03:07.69 | INFO | instance_num1: 0 | label: 2 | pred: 2 | correct: True | pred score: 20.0 | gen adv example: True | pred score idx: {0: 13.0, 1: 16.0, 2: 20.0}
22:03:07.70 | INFO | instance_num1: 1 | label: 1 | pred: 1 | correct: True | pred score: 20.0 | gen adv example: False | pred score idx: {0: 16.0, 1: 20.0, 2: 16.0}
22:03:07.71 | INFO | instance_num1: 2 | label: 2 | pred: 2 | correct: True | pred score: 22.0 | gen adv example: False | pred score idx: {0: 14.0, 1: 14.0, 2: 22.0}
22:03:07.71 | INFO | instance_num1: 3 | label: 1 | pred: 1 | correct: True | pred score: 18.0 | gen adv example: True | pred score idx: {0: 14.0, 1: 18.0, 2: 18.0}
22:03:07.72 | INFO | instance_num1: 4 | label: 1 | pred: 1 | correct: True | pred score: 18.0 | gen adv example: True | pred score idx: {0: 14.0, 1: 18.0, 2: 18.0}
22:03:07.73 | INFO | instance_num1: 5 | label: 1 | pred: 1 | correct: True | pred score: 20.0 | gen adv example: False | pred score idx: {0: 14.0, 1: 20.0, 2: 16.0}
22:03:07.73 | INFO | instance_num1: 6 | label: 2 | pred: 2 | correct: True | pred score: 20.0 | gen adv example: True | pred score idx: {0: 13.0, 1: 16.0, 2: 20.0}
22:03:07.74 | INFO | instance_num1: 7 | label: 1 | pred: 1 | correct: True | pred score: 20.0 | gen adv example: False | pred score idx: {0: 15.0, 1: 20.0, 2: 16.0}
22:03:07.75 | INFO | instance_num1: 8 | label: 1 | pred: 1 | correct: True | pred score: 18.0 | gen adv example: True | pred score idx: {0: 14.0, 1: 18.0, 2: 18.0}
22:03:07.75 | INFO | instance_num1: 9 | label: 2 | pred: 1 | correct: False | pred score: 18.0 | gen adv example: False | pred score idx: {0: 15.0, 1: 18.0, 2: 18.0}
22:19:03.93 | INFO | 
--- Adv Train ---
22:19:04.02 | INFO | instance_num1: 0 | label: 2 | pred: 2 | correct: True | pred score: 10.0 | gen adv example: True | pred score idx: {0: 3.0, 1: 6.0, 2: 10.0}
22:19:04.04 | INFO | instance_num1: 1 | label: 1 | pred: 1 | correct: True | pred score: 10.0 | gen adv example: False | pred score idx: {0: 6.0, 1: 10.0, 2: 6.0}
22:19:04.05 | INFO | instance_num1: 2 | label: 2 | pred: 2 | correct: True | pred score: 12.0 | gen adv example: False | pred score idx: {0: 4.0, 1: 4.0, 2: 12.0}
22:19:04.05 | INFO | instance_num1: 3 | label: 1 | pred: 1 | correct: True | pred score: 8.0 | gen adv example: False | pred score idx: {0: 4.0, 1: 8.0, 2: 8.0}
22:19:04.06 | INFO | instance_num1: 4 | label: 1 | pred: 1 | correct: True | pred score: 8.0 | gen adv example: False | pred score idx: {0: 4.0, 1: 8.0, 2: 8.0}
22:19:04.07 | INFO | instance_num1: 5 | label: 1 | pred: 1 | correct: True | pred score: 10.0 | gen adv example: False | pred score idx: {0: 4.0, 1: 10.0, 2: 6.0}
22:19:04.09 | INFO | instance_num1: 6 | label: 2 | pred: 2 | correct: True | pred score: 10.0 | gen adv example: True | pred score idx: {0: 3.0, 1: 6.0, 2: 10.0}
22:19:04.10 | INFO | instance_num1: 7 | label: 1 | pred: 1 | correct: True | pred score: 10.0 | gen adv example: True | pred score idx: {0: 5.0, 1: 10.0, 2: 6.0}
22:19:04.11 | INFO | instance_num1: 8 | label: 1 | pred: 1 | correct: True | pred score: 8.0 | gen adv example: True | pred score idx: {0: 4.0, 1: 8.0, 2: 8.0}
22:19:04.13 | INFO | instance_num1: 9 | label: 2 | pred: 1 | correct: False | pred score: 8.0 | gen adv example: False | pred score idx: {0: 5.0, 1: 8.0, 2: 8.0}
