20:41:12.38 | INFO | 
--- Mst Train ---
20:41:12.42 | INFO | instance_num1: 0 | label: 0 | pred: 0 | correct: True | pred score: 18.0 | gen adv example: False | pred score idx: {0: 18.0, 1: 9.0, 2: 11.0}
20:41:12.43 | INFO | instance_num1: 1 | label: 2 | pred: 2 | correct: True | pred score: 16.0 | gen adv example: True | pred score idx: {0: 13.0, 1: 9.0, 2: 16.0}
20:41:12.44 | INFO | instance_num1: 2 | label: 2 | pred: 2 | correct: True | pred score: 17.0 | gen adv example: True | pred score idx: {0: 13.0, 1: 11.0, 2: 17.0}
20:41:12.45 | INFO | instance_num1: 3 | label: 0 | pred: 0 | correct: True | pred score: 15.0 | gen adv example: True | pred score idx: {0: 15.0, 1: 13.0, 2: 13.0}
20:41:12.45 | INFO | instance_num1: 4 | label: 0 | pred: 0 | correct: True | pred score: 21.0 | gen adv example: False | pred score idx: {0: 21.0, 1: 3.0, 2: 9.0}
20:41:12.46 | INFO | instance_num1: 5 | label: 0 | pred: 0 | correct: True | pred score: 17.0 | gen adv example: False | pred score idx: {0: 17.0, 1: 6.0, 2: 12.0}
20:41:12.46 | INFO | instance_num1: 6 | label: 2 | pred: 0 | correct: False | pred score: 15.0 | gen adv example: False | pred score idx: {0: 15.0, 1: 8.0, 2: 15.0}
20:41:12.47 | INFO | instance_num1: 7 | label: 0 | pred: 0 | correct: True | pred score: 24.0 | gen adv example: False | pred score idx: {0: 24.0, 1: 5.0, 2: 6.0}
20:41:12.47 | INFO | instance_num1: 8 | label: 2 | pred: 0 | correct: False | pred score: 14.0 | gen adv example: False | pred score idx: {0: 14.0, 1: 11.0, 2: 14.0}
20:41:12.47 | INFO | instance_num1: 9 | label: 0 | pred: 0 | correct: True | pred score: 24.0 | gen adv example: False | pred score idx: {0: 24.0, 1: 4.0, 2: 5.0}
20:41:12.65 | INFO | 
--- Adv Train ---
20:41:12.69 | INFO | instance_num1: 0 | label: 0 | pred: 0 | correct: True | pred score: 23.0 | gen adv example: False | pred score idx: {0: 23.0, 1: 13.0, 2: 13.0}
20:41:12.69 | INFO | instance_num1: 1 | label: 2 | pred: 0 | correct: False | pred score: 18.0 | gen adv example: False | pred score idx: {0: 18.0, 1: 13.0, 2: 18.0}
20:41:12.69 | INFO | instance_num1: 2 | label: 2 | pred: 2 | correct: True | pred score: 19.0 | gen adv example: False | pred score idx: {0: 18.0, 1: 15.0, 2: 19.0}
20:41:12.69 | INFO | instance_num1: 3 | label: 0 | pred: 0 | correct: True | pred score: 20.0 | gen adv example: False | pred score idx: {0: 20.0, 1: 17.0, 2: 15.0}
20:41:12.70 | INFO | instance_num1: 4 | label: 0 | pred: 0 | correct: True | pred score: 26.0 | gen adv example: False | pred score idx: {0: 26.0, 1: 7.0, 2: 11.0}
20:41:12.70 | INFO | instance_num1: 5 | label: 0 | pred: 0 | correct: True | pred score: 22.0 | gen adv example: False | pred score idx: {0: 22.0, 1: 10.0, 2: 14.0}
20:41:12.71 | INFO | instance_num1: 6 | label: 2 | pred: 0 | correct: False | pred score: 20.0 | gen adv example: False | pred score idx: {0: 20.0, 1: 12.0, 2: 17.0}
20:41:12.71 | INFO | instance_num1: 7 | label: 0 | pred: 0 | correct: True | pred score: 29.0 | gen adv example: False | pred score idx: {0: 29.0, 1: 9.0, 2: 8.0}
20:41:12.71 | INFO | instance_num1: 8 | label: 2 | pred: 0 | correct: False | pred score: 19.0 | gen adv example: False | pred score idx: {0: 19.0, 1: 15.0, 2: 16.0}
20:41:12.72 | INFO | instance_num1: 9 | label: 0 | pred: 0 | correct: True | pred score: 29.0 | gen adv example: False | pred score idx: {0: 29.0, 1: 8.0, 2: 7.0}
