23:28:33.09 | INFO | 
--- Mst Train ---
23:28:33.13 | INFO | instance_num1: 0 | label: 0 | pred: 0 | correct: True | pred score: 20.0 | gen adv example: True | pred score idx: {0: 20.0, 1: 15.0, 2: 17.0}
23:28:33.14 | INFO | instance_num1: 1 | label: 0 | pred: 0 | correct: True | pred score: 22.0 | gen adv example: False | pred score idx: {0: 22.0, 1: 15.0, 2: 15.0}
23:28:33.15 | INFO | instance_num1: 2 | label: 0 | pred: 0 | correct: True | pred score: 22.0 | gen adv example: False | pred score idx: {0: 22.0, 1: 14.0, 2: 16.0}
23:28:33.15 | INFO | instance_num1: 3 | label: 0 | pred: 0 | correct: True | pred score: 20.0 | gen adv example: True | pred score idx: {0: 20.0, 1: 16.0, 2: 18.0}
23:28:33.16 | INFO | instance_num1: 4 | label: 0 | pred: 0 | correct: True | pred score: 20.0 | gen adv example: True | pred score idx: {0: 20.0, 1: 17.0, 2: 17.0}
23:28:33.17 | INFO | instance_num1: 5 | label: 0 | pred: 0 | correct: True | pred score: 21.0 | gen adv example: False | pred score idx: {0: 21.0, 1: 15.0, 2: 16.0}
23:28:33.17 | INFO | instance_num1: 6 | label: 2 | pred: 0 | correct: False | pred score: 19.0 | gen adv example: False | pred score idx: {0: 19.0, 1: 16.0, 2: 19.0}
23:28:33.17 | INFO | instance_num1: 7 | label: 2 | pred: 0 | correct: False | pred score: 19.0 | gen adv example: False | pred score idx: {0: 19.0, 1: 15.0, 2: 19.0}
23:28:33.18 | INFO | instance_num1: 8 | label: 0 | pred: 0 | correct: True | pred score: 22.0 | gen adv example: False | pred score idx: {0: 22.0, 1: 14.0, 2: 15.0}
23:28:33.18 | INFO | instance_num1: 9 | label: 2 | pred: 0 | correct: False | pred score: 19.0 | gen adv example: False | pred score idx: {0: 19.0, 1: 15.0, 2: 19.0}
23:28:33.34 | INFO | 
--- Adv Train ---
23:28:33.37 | INFO | instance_num1: 0 | label: 0 | pred: 0 | correct: True | pred score: 20.0 | gen adv example: False | pred score idx: {0: 20.0, 1: 2.0, 2: 3.0}
23:28:33.37 | INFO | instance_num1: 1 | label: 0 | pred: 0 | correct: True | pred score: 22.0 | gen adv example: False | pred score idx: {0: 22.0, 1: 2.0, 2: 1.0}
23:28:33.38 | INFO | instance_num1: 2 | label: 0 | pred: 0 | correct: True | pred score: 22.0 | gen adv example: False | pred score idx: {0: 22.0, 1: 1.0, 2: 2.0}
23:28:33.38 | INFO | instance_num1: 3 | label: 0 | pred: 0 | correct: True | pred score: 20.0 | gen adv example: False | pred score idx: {0: 20.0, 1: 3.0, 2: 4.0}
23:28:33.39 | INFO | instance_num1: 4 | label: 0 | pred: 0 | correct: True | pred score: 20.0 | gen adv example: False | pred score idx: {0: 20.0, 1: 4.0, 2: 3.0}
23:28:33.39 | INFO | instance_num1: 5 | label: 0 | pred: 0 | correct: True | pred score: 21.0 | gen adv example: False | pred score idx: {0: 21.0, 1: 2.0, 2: 2.0}
23:28:33.39 | INFO | instance_num1: 6 | label: 2 | pred: 0 | correct: False | pred score: 19.0 | gen adv example: False | pred score idx: {0: 19.0, 1: 3.0, 2: 5.0}
23:28:33.39 | INFO | instance_num1: 7 | label: 2 | pred: 0 | correct: False | pred score: 19.0 | gen adv example: False | pred score idx: {0: 19.0, 1: 2.0, 2: 5.0}
23:28:33.40 | INFO | instance_num1: 8 | label: 0 | pred: 0 | correct: True | pred score: 22.0 | gen adv example: False | pred score idx: {0: 22.0, 1: 1.0, 2: 1.0}
23:28:33.40 | INFO | instance_num1: 9 | label: 2 | pred: 0 | correct: False | pred score: 19.0 | gen adv example: False | pred score idx: {0: 19.0, 1: 2.0, 2: 5.0}
