22:26:08.30 | INFO | Lazy Con: OFF
22:26:08.32 | INFO | Optimised - caller: model_optimize
22:26:08.47 | INFO | Lazy Con: OFF
22:26:08.48 | INFO | Optimised - caller: model_optimize
22:26:08.54 | INFO | Lazy Con: OFF
22:26:08.56 | INFO | Optimised - caller: adv_train
22:26:08.56 | INFO | Lazy Con: OFF
22:26:08.57 | INFO | Optimised - caller: adv_train
22:26:08.58 | INFO | Lazy Con: OFF
22:26:08.60 | INFO | Optimised - caller: adv_train
22:26:08.60 | INFO | Lazy Con: OFF
22:26:08.62 | INFO | Optimised - caller: adv_train
22:26:08.63 | INFO | Lazy Con: OFF
22:26:08.64 | INFO | Optimised - caller: adv_train
22:26:08.65 | INFO | Lazy Con: OFF
22:26:08.66 | INFO | Optimised - caller: adv_train
22:26:08.67 | INFO | Lazy Con: OFF
22:26:08.69 | INFO | Optimised - caller: adv_train
22:26:08.69 | INFO | Lazy Con: OFF
22:26:08.71 | INFO | Optimised - caller: adv_train
22:26:08.72 | INFO | Lazy Con: OFF
22:26:08.74 | INFO | Optimised - caller: adv_train
22:26:08.74 | INFO | Lazy Con: OFF
22:26:08.78 | INFO | Optimised - caller: adv_train
22:26:08.78 | INFO | Lazy Con: OFF
22:26:08.82 | INFO | Optimised - caller: adv_train
22:26:08.82 | INFO | Lazy Con: OFF
22:26:08.87 | INFO | Optimised - caller: adv_train
22:26:08.88 | INFO | Lazy Con: OFF
22:26:08.91 | INFO | Optimised - caller: adv_train
22:26:08.92 | INFO | Lazy Con: OFF
22:26:08.96 | INFO | Optimised - caller: adv_train
22:26:08.96 | INFO | Lazy Con: OFF
22:26:09.00 | INFO | Optimised - caller: adv_train
22:26:09.01 | INFO | Lazy Con: OFF
22:26:09.04 | INFO | Optimised - caller: adv_train
22:26:09.05 | INFO | Lazy Con: OFF
22:26:09.13 | INFO | Optimised - caller: adv_train
22:26:09.13 | INFO | Lazy Con: OFF
22:26:09.17 | INFO | Optimised - caller: adv_train
22:26:09.18 | INFO | Lazy Con: OFF
22:26:09.28 | INFO | Optimised - caller: adv_train
22:26:09.29 | INFO | Lazy Con: OFF
22:26:09.39 | INFO | Optimised - caller: adv_train
22:26:09.40 | INFO | Lazy Con: OFF
22:26:09.49 | INFO | Optimised - caller: adv_train
22:26:09.50 | INFO | Lazy Con: OFF
22:26:09.60 | INFO | Optimised - caller: adv_train
22:26:09.61 | INFO | Lazy Con: OFF
22:26:09.70 | INFO | Optimised - caller: adv_train
22:26:09.71 | INFO | Lazy Con: OFF
22:26:09.75 | INFO | Optimised - caller: adv_train
22:26:09.75 | INFO | Lazy Con: OFF
22:26:09.80 | INFO | Optimised - caller: adv_train
22:26:09.81 | INFO | Lazy Con: OFF
22:26:09.87 | INFO | Optimised - caller: adv_train
22:26:09.87 | INFO | Lazy Con: OFF
22:26:09.95 | INFO | Optimised - caller: adv_train
22:26:09.96 | INFO | Lazy Con: OFF
22:26:10.04 | INFO | Optimised - caller: adv_train
22:26:10.05 | INFO | Lazy Con: OFF
22:26:10.20 | INFO | Optimised - caller: adv_train
22:26:10.22 | INFO | Lazy Con: OFF
22:26:10.36 | INFO | Optimised - caller: adv_train
22:26:10.37 | INFO | Lazy Con: OFF
22:26:10.55 | INFO | Optimised - caller: adv_train
22:26:10.56 | INFO | Lazy Con: OFF
22:26:10.74 | INFO | Optimised - caller: adv_train
22:26:10.75 | INFO | Lazy Con: OFF
22:26:10.84 | INFO | Optimised - caller: adv_train
22:26:10.84 | INFO | Lazy Con: OFF
22:26:10.99 | INFO | Optimised - caller: adv_train
22:26:11.00 | INFO | Lazy Con: OFF
22:26:11.10 | INFO | Optimised - caller: adv_train
22:26:11.11 | INFO | Lazy Con: OFF
22:26:11.18 | INFO | Optimised - caller: adv_train
22:26:11.19 | INFO | Lazy Con: OFF
22:26:11.30 | INFO | Optimised - caller: adv_train
22:26:11.30 | INFO | Lazy Con: OFF
22:26:11.41 | INFO | Optimised - caller: adv_train
22:26:11.41 | INFO | Lazy Con: OFF
22:26:11.52 | INFO | Optimised - caller: adv_train
22:26:11.53 | INFO | Lazy Con: OFF
22:26:11.64 | INFO | Optimised - caller: adv_train
22:26:11.65 | INFO | Lazy Con: OFF
22:26:11.74 | INFO | Optimised - caller: adv_train
22:26:11.75 | INFO | Lazy Con: OFF
22:26:11.87 | INFO | Optimised - caller: adv_train
22:26:11.88 | INFO | Lazy Con: OFF
22:26:11.94 | INFO | Optimised - caller: adv_train
22:26:11.95 | INFO | Lazy Con: OFF
22:26:12.04 | INFO | Optimised - caller: adv_train
22:26:12.05 | INFO | Lazy Con: OFF
22:26:12.24 | INFO | Optimised - caller: adv_train
22:26:12.25 | INFO | Lazy Con: OFF
22:26:12.40 | INFO | Optimised - caller: adv_train
22:26:12.41 | INFO | Lazy Con: OFF
22:26:12.52 | INFO | Optimised - caller: adv_train
22:26:12.53 | INFO | Lazy Con: OFF
22:26:12.68 | INFO | Optimised - caller: adv_train
22:26:12.69 | INFO | Lazy Con: OFF
22:26:12.81 | INFO | Optimised - caller: adv_train
22:26:12.82 | INFO | Lazy Con: OFF
22:26:12.93 | INFO | Optimised - caller: adv_train
22:26:12.94 | INFO | Lazy Con: OFF
22:26:13.15 | INFO | Optimised - caller: adv_train
22:26:13.16 | INFO | Lazy Con: OFF
22:26:13.30 | INFO | Optimised - caller: adv_train
22:26:13.31 | INFO | Lazy Con: OFF
22:26:13.47 | INFO | Optimised - caller: adv_train
22:26:13.48 | INFO | Lazy Con: OFF
22:26:13.59 | INFO | Optimised - caller: adv_train
22:26:13.60 | INFO | Lazy Con: OFF
22:26:13.75 | INFO | Optimised - caller: adv_train
22:26:13.75 | INFO | Lazy Con: OFF
22:26:13.88 | INFO | Optimised - caller: adv_train
22:26:13.88 | INFO | Lazy Con: OFF
22:26:14.11 | INFO | Optimised - caller: adv_train
22:26:14.11 | INFO | Lazy Con: OFF
22:26:14.34 | INFO | Optimised - caller: adv_train
22:26:14.35 | INFO | Lazy Con: OFF
22:26:14.55 | INFO | Optimised - caller: adv_train
22:26:14.56 | INFO | Lazy Con: OFF
22:26:14.85 | INFO | Optimised - caller: adv_train
22:26:14.86 | INFO | Lazy Con: OFF
22:26:15.00 | INFO | Optimised - caller: adv_train
22:26:15.02 | INFO | Lazy Con: OFF
22:26:15.30 | INFO | Optimised - caller: adv_train
22:26:15.31 | INFO | Lazy Con: OFF
22:26:15.57 | INFO | Optimised - caller: adv_train
22:26:15.58 | INFO | Lazy Con: OFF
22:26:15.71 | INFO | Optimised - caller: adv_train
22:26:15.72 | INFO | Lazy Con: OFF
22:26:15.98 | INFO | Optimised - caller: adv_train
22:26:15.99 | INFO | Lazy Con: OFF
22:26:16.13 | INFO | Optimised - caller: adv_train
22:26:16.14 | INFO | Lazy Con: OFF
22:26:16.27 | INFO | Optimised - caller: adv_train
