21:46:03.71 | INFO | Lazy Con: OFF
21:46:03.72 | INFO | Optimised - caller: model_optimize
21:46:03.90 | INFO | Lazy Con: OFF
21:46:03.91 | INFO | Optimised - caller: model_optimize
21:46:03.98 | INFO | Lazy Con: OFF
21:46:03.99 | INFO | Optimised - caller: adv_train
21:46:04.00 | INFO | Lazy Con: OFF
21:46:04.01 | INFO | Optimised - caller: adv_train
21:46:04.03 | INFO | Lazy Con: OFF
21:46:04.03 | INFO | Optimised - caller: adv_train
21:46:04.05 | INFO | Lazy Con: OFF
21:46:04.06 | INFO | Optimised - caller: adv_train
21:46:04.07 | INFO | Lazy Con: OFF
21:46:04.08 | INFO | Optimised - caller: adv_train
21:46:04.09 | INFO | Lazy Con: OFF
21:46:04.11 | INFO | Optimised - caller: adv_train
21:46:04.12 | INFO | Lazy Con: OFF
21:46:04.13 | INFO | Optimised - caller: adv_train
21:46:04.14 | INFO | Lazy Con: OFF
21:46:04.17 | INFO | Optimised - caller: adv_train
21:46:04.19 | INFO | Lazy Con: OFF
21:46:04.21 | INFO | Optimised - caller: adv_train
21:46:04.23 | INFO | Lazy Con: OFF
21:46:04.26 | INFO | Optimised - caller: adv_train
21:46:04.27 | INFO | Lazy Con: OFF
21:46:04.30 | INFO | Optimised - caller: adv_train
21:46:04.31 | INFO | Lazy Con: OFF
21:46:04.34 | INFO | Optimised - caller: adv_train
21:46:04.35 | INFO | Lazy Con: OFF
21:46:04.38 | INFO | Optimised - caller: adv_train
21:46:04.39 | INFO | Lazy Con: OFF
21:46:04.42 | INFO | Optimised - caller: adv_train
21:46:04.43 | INFO | Lazy Con: OFF
21:46:04.46 | INFO | Optimised - caller: adv_train
21:46:04.47 | INFO | Lazy Con: OFF
21:46:04.50 | INFO | Optimised - caller: adv_train
21:46:04.51 | INFO | Lazy Con: OFF
21:46:04.54 | INFO | Optimised - caller: adv_train
21:46:04.55 | INFO | Lazy Con: OFF
21:46:04.58 | INFO | Optimised - caller: adv_train
21:46:04.59 | INFO | Lazy Con: OFF
21:46:04.62 | INFO | Optimised - caller: adv_train
21:46:04.64 | INFO | Lazy Con: OFF
21:46:04.67 | INFO | Optimised - caller: adv_train
21:46:04.68 | INFO | Lazy Con: OFF
21:46:04.71 | INFO | Optimised - caller: adv_train
21:46:04.73 | INFO | Lazy Con: OFF
21:46:04.75 | INFO | Optimised - caller: adv_train
21:46:04.77 | INFO | Lazy Con: OFF
21:46:04.80 | INFO | Optimised - caller: adv_train
21:46:04.82 | INFO | Lazy Con: OFF
21:46:04.84 | INFO | Optimised - caller: adv_train
21:46:04.86 | INFO | Lazy Con: OFF
21:46:04.89 | INFO | Optimised - caller: adv_train
21:46:04.90 | INFO | Lazy Con: OFF
21:46:04.93 | INFO | Optimised - caller: adv_train
21:46:04.94 | INFO | Lazy Con: OFF
21:46:04.98 | INFO | Optimised - caller: adv_train
21:46:04.99 | INFO | Lazy Con: OFF
21:46:05.01 | INFO | Optimised - caller: adv_train
21:46:05.03 | INFO | Lazy Con: OFF
21:46:05.07 | INFO | Optimised - caller: adv_train
21:46:05.09 | INFO | Lazy Con: OFF
21:46:05.13 | INFO | Optimised - caller: adv_train
21:46:05.14 | INFO | Lazy Con: OFF
21:46:05.16 | INFO | Optimised - caller: adv_train
21:46:05.18 | INFO | Lazy Con: OFF
21:46:05.21 | INFO | Optimised - caller: adv_train
21:46:05.23 | INFO | Lazy Con: OFF
21:46:05.25 | INFO | Optimised - caller: adv_train
21:46:05.26 | INFO | Lazy Con: OFF
21:46:05.29 | INFO | Optimised - caller: adv_train
21:46:05.31 | INFO | Lazy Con: OFF
21:46:05.35 | INFO | Optimised - caller: adv_train
21:46:05.36 | INFO | Lazy Con: OFF
21:46:05.40 | INFO | Optimised - caller: adv_train
21:46:05.42 | INFO | Lazy Con: OFF
21:46:05.45 | INFO | Optimised - caller: adv_train
21:46:05.46 | INFO | Lazy Con: OFF
21:46:05.48 | INFO | Optimised - caller: adv_train
21:46:05.50 | INFO | Lazy Con: OFF
21:46:05.53 | INFO | Optimised - caller: adv_train
21:46:05.54 | INFO | Lazy Con: OFF
21:46:05.56 | INFO | Optimised - caller: adv_train
21:46:05.58 | INFO | Lazy Con: OFF
21:46:05.63 | INFO | Optimised - caller: adv_train
21:46:05.65 | INFO | Lazy Con: OFF
21:46:05.68 | INFO | Optimised - caller: adv_train
21:46:05.69 | INFO | Lazy Con: OFF
21:46:05.73 | INFO | Optimised - caller: adv_train
21:46:05.75 | INFO | Lazy Con: OFF
21:46:05.79 | INFO | Optimised - caller: adv_train
21:46:05.80 | INFO | Lazy Con: OFF
21:46:05.85 | INFO | Optimised - caller: adv_train
21:46:05.87 | INFO | Lazy Con: OFF
21:46:05.91 | INFO | Optimised - caller: adv_train
21:46:05.93 | INFO | Lazy Con: OFF
21:46:05.97 | INFO | Optimised - caller: adv_train
21:46:05.98 | INFO | Lazy Con: OFF
21:46:06.02 | INFO | Optimised - caller: adv_train
21:46:06.04 | INFO | Lazy Con: OFF
21:46:06.07 | INFO | Optimised - caller: adv_train
21:46:06.09 | INFO | Lazy Con: OFF
21:46:06.12 | INFO | Optimised - caller: adv_train
21:46:06.14 | INFO | Lazy Con: OFF
21:46:06.18 | INFO | Optimised - caller: adv_train
21:46:06.19 | INFO | Lazy Con: OFF
21:46:06.23 | INFO | Optimised - caller: adv_train
21:46:06.24 | INFO | Lazy Con: OFF
21:46:06.28 | INFO | Optimised - caller: adv_train
21:46:06.29 | INFO | Lazy Con: OFF
21:46:06.33 | INFO | Optimised - caller: adv_train
21:46:06.34 | INFO | Lazy Con: OFF
21:46:06.38 | INFO | Optimised - caller: adv_train
21:46:06.40 | INFO | Lazy Con: OFF
21:46:06.43 | INFO | Optimised - caller: adv_train
21:46:06.44 | INFO | Lazy Con: OFF
21:46:06.48 | INFO | Optimised - caller: adv_train
21:46:06.50 | INFO | Lazy Con: OFF
21:46:06.54 | INFO | Optimised - caller: adv_train
21:46:06.55 | INFO | Lazy Con: OFF
21:46:06.59 | INFO | Optimised - caller: adv_train
21:46:06.60 | INFO | Lazy Con: OFF
21:46:06.64 | INFO | Optimised - caller: adv_train
21:46:06.65 | INFO | Lazy Con: OFF
21:46:06.69 | INFO | Optimised - caller: adv_train
21:46:06.71 | INFO | Lazy Con: OFF
21:46:06.74 | INFO | Optimised - caller: adv_train
21:46:06.76 | INFO | Lazy Con: OFF
21:46:06.80 | INFO | Optimised - caller: adv_train
21:46:06.81 | INFO | Lazy Con: OFF
21:46:06.85 | INFO | Optimised - caller: adv_train
21:46:06.87 | INFO | Lazy Con: OFF
21:46:06.91 | INFO | Optimised - caller: adv_train
21:46:06.93 | INFO | Lazy Con: OFF
21:46:06.97 | INFO | Optimised - caller: adv_train
21:46:06.99 | INFO | Lazy Con: OFF
21:46:07.03 | INFO | Optimised - caller: adv_train
21:46:07.04 | INFO | Lazy Con: OFF
21:46:07.08 | INFO | Optimised - caller: adv_train
21:46:07.09 | INFO | Lazy Con: OFF
21:46:07.13 | INFO | Optimised - caller: adv_train
21:46:07.14 | INFO | Lazy Con: OFF
21:46:07.20 | INFO | Optimised - caller: adv_train
21:46:07.21 | INFO | Lazy Con: OFF
21:46:07.25 | INFO | Optimised - caller: adv_train
21:46:07.26 | INFO | Lazy Con: OFF
21:46:07.30 | INFO | Optimised - caller: adv_train
21:46:07.32 | INFO | Lazy Con: OFF
21:46:07.36 | INFO | Optimised - caller: adv_train
21:46:07.38 | INFO | Lazy Con: OFF
21:46:07.43 | INFO | Optimised - caller: adv_train
21:46:07.44 | INFO | Lazy Con: OFF
21:46:07.48 | INFO | Optimised - caller: adv_train
21:46:07.49 | INFO | Lazy Con: OFF
21:46:07.54 | INFO | Optimised - caller: adv_train
21:46:07.56 | INFO | Lazy Con: OFF
21:46:07.60 | INFO | Optimised - caller: adv_train
21:46:07.62 | INFO | Lazy Con: OFF
21:46:07.67 | INFO | Optimised - caller: adv_train
21:46:07.68 | INFO | Lazy Con: OFF
21:46:07.75 | INFO | Optimised - caller: adv_train
21:46:07.76 | INFO | Lazy Con: OFF
21:46:07.81 | INFO | Optimised - caller: adv_train
21:46:07.82 | INFO | Lazy Con: OFF
21:46:07.87 | INFO | Optimised - caller: adv_train
21:46:07.88 | INFO | Lazy Con: OFF
21:46:07.93 | INFO | Optimised - caller: adv_train
21:46:07.95 | INFO | Lazy Con: OFF
21:46:08.00 | INFO | Optimised - caller: adv_train
21:46:08.02 | INFO | Lazy Con: OFF
21:46:08.07 | INFO | Optimised - caller: adv_train
21:46:08.08 | INFO | Lazy Con: OFF
21:46:08.14 | INFO | Optimised - caller: adv_train
